samp_date,samp_ev,exp,rep,Group,type,shp,sa,la,wi,counts,pres_fact,vol_set_ml,n_bugs,time_d,mag,tot_vol_um3,vol_per_org_um3,tot_biomass_pgc,bio_per_vol_pgc_ml,bio_per_vol_ugl,counts_per_ml,size,grp_typ,grp_sz,esd,grp_esd
2019-08-20,LSZ2,FC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-20,LSZ2,T24,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-20,LSZ2,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-20,LSZ2,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-15,WLD2,FC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-15,WLD2,T24,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-15,WLD2,FC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-15,WLD2,T24,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-15,WLD2,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-08-15,WLD2,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-07-25,SJR1,FC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-07-25,SJR1,T24,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-07-25,SJR1,FC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-07-25,SJR1,T24,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-07-25,SJR1,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-07-25,SJR1,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-09-19,YBP2,FC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,5,0.914,5,24,1,100x,204.52473958333337,40.90494791666667,31.933322186215445,6.987597852563554,0.006987597852563554,1.0940919037199124,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,4.27,chlorophyte actinastrum 4.27
2019-09-19,YBP2,T24,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,5,0.911,8.5,24,1,100x,204.52473958333337,40.90494791666667,31.933322186215445,4.123887413471356,0.004123887413471356,0.6457028475495576,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,4.27,chlorophyte actinastrum 4.27
2019-09-19,YBP2,FC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-09-19,YBP2,T24,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,0,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,NaN,chlorophyte actinastrum NaN
2019-09-19,YBP2,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,45,0.924,15,24,1,100x,1840.7226562500002,40.90494791666667,251.34938047682678,18.134875936278988,0.018134875936278987,3.2467532467532463,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,4.27,chlorophyte actinastrum 4.27
2019-09-19,YBP2,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,5,0.922,15,24,1,100x,204.52473958333337,40.90494791666667,31.933322186215445,2.3089893120907767,0.002308989312090777,0.3615328994938539,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,4.27,chlorophyte actinastrum 4.27
2019-09-05,SJR2,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.911,26,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.914,5,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.911,8.5,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.924,15,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.922,15,24,1,100x,0,NA,NA,NA,NA,0,16 16,chlorophyte colonial,chlorophyte colonial 16 16,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,FC,1,chlorophyte,colonial,sph,24,24,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,T24,1,chlorophyte,colonial,sph,24,24,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,FC,2,chlorophyte,colonial,sph,24,24,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,T24,2,chlorophyte,colonial,sph,24,24,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,FC,3,chlorophyte,colonial,sph,24,24,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,T24,3,chlorophyte,colonial,sph,24,24,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,FC,1,chlorophyte,colonial,sph,24,24,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,T24,1,chlorophyte,colonial,sph,24,24,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,FC,2,chlorophyte,colonial,sph,24,24,NA,0,0.911,26,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,T24,2,chlorophyte,colonial,sph,24,24,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,FC,3,chlorophyte,colonial,sph,24,24,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-01,YBP1,T24,3,chlorophyte,colonial,sph,24,24,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,1,chlorophyte,colonial,sph,24,24,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,1,chlorophyte,colonial,sph,24,24,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,2,chlorophyte,colonial,sph,24,24,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,2,chlorophyte,colonial,sph,24,24,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,3,chlorophyte,colonial,sph,24,24,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,3,chlorophyte,colonial,sph,24,24,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,FC,1,chlorophyte,colonial,sph,24,24,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,T24,1,chlorophyte,colonial,sph,24,24,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,FC,2,chlorophyte,colonial,sph,24,24,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,T24,2,chlorophyte,colonial,sph,24,24,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,FC,3,chlorophyte,colonial,sph,24,24,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-08-15,WLD2,T24,3,chlorophyte,colonial,sph,24,24,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,FC,1,chlorophyte,colonial,sph,24,24,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,T24,1,chlorophyte,colonial,sph,24,24,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,FC,2,chlorophyte,colonial,sph,24,24,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,T24,2,chlorophyte,colonial,sph,24,24,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-07-25,SJR1,FC,3,chlorophyte,colonial,sph,24,24,NA,2,0.917,25,24,1,100x,14476.032000000001,7238.0160000000005,1743.0251919513275,76.03163323669912,0.07603163323669912,0.08724100327153762,24 24,chlorophyte colonial,chlorophyte colonial 24 24,24.00,chlorophyte colonial 24.00
2019-07-25,SJR1,T24,3,chlorophyte,colonial,sph,24,24,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,FC,1,chlorophyte,colonial,sph,24,24,NA,0,0.914,5,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,T24,1,chlorophyte,colonial,sph,24,24,NA,0,0.911,8.5,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,FC,2,chlorophyte,colonial,sph,24,24,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,T24,2,chlorophyte,colonial,sph,24,24,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-19,YBP2,FC,3,chlorophyte,colonial,sph,24,24,NA,3,0.924,15,24,1,100x,21714.048000000003,7238.0160000000005,2550.6646089189994,184.03063556414136,0.18403063556414137,0.21645021645021642,24 24,chlorophyte colonial,chlorophyte colonial 24 24,24.00,chlorophyte colonial 24.00
2019-09-19,YBP2,T24,3,chlorophyte,colonial,sph,24,24,NA,0,0.922,15,24,1,100x,0,NA,NA,NA,NA,0,24 24,chlorophyte colonial,chlorophyte colonial 24 24,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,FC,1,chlorophyte,colonial,sph,32,32,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,32 32,chlorophyte colonial,chlorophyte colonial 32 32,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,T24,1,chlorophyte,colonial,sph,32,32,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,32 32,chlorophyte colonial,chlorophyte colonial 32 32,NaN,chlorophyte colonial NaN
2019-09-05,SJR2,FC,2,chlorophyte,colonial,sph,32,32,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,32 32,chlorophyte colonial,chlorophyte colonial 32 32,NaN,chlorophyte colonial NaN
