samp_date,samp_ev,exp,rep,Group,type,shp,sa,la,wi,counts,pres_fact,vol_set_ml,n_bugs,time_d,mag,tot_vol_um3,vol_per_org_um3,tot_biomass_pgc,bio_per_org_pgC,bio_per_vol_pgc_ml,bio_per_vol_ugl,counts_per_ml,esd,size,grp_typ,grp_sz,grp_esd
2019-08-20,LSZ2,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-20,LSZ2,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-19,LSZ2,IC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-19,LSZ2,IC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-19,LSZ2,IC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.922,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-13,WLD2,site,N/A,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.902,17,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-15,WLD2,FC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-15,WLD2,T24,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-15,WLD2,FC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-15,WLD2,T24,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-15,WLD2,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-15,WLD2,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-14,WLD2,IC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-14,WLD2,IC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-08-14,WLD2,IC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-23,SJR1,site,N/A,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.901,21,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-25,SJR1,FC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-25,SJR1,T24,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-25,SJR1,FC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-25,SJR1,T24,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-25,SJR1,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-25,SJR1,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-24,SJR1,IC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-24,SJR1,IC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-07-24,SJR1,IC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.909,28,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-09-17,YBP2,site,N/A,chlorophyte,actinastrum,cones2,2.5,12.5,NA,50,0.895,15,24,1,100x,2045.2473958333335,40.90494791666667,277.4879335547156,5.549758671094312,20.669492257334493,0.02066949225733449,3.7243947858472994,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-19,YBP2,FC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,5,0.914,5,24,1,100x,204.52473958333337,40.90494791666667,31.933322186215445,6.386664437243089,6.987597852563554,0.006987597852563554,1.0940919037199124,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-19,YBP2,T24,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,5,0.911,8.5,24,1,100x,204.52473958333337,40.90494791666667,31.933322186215445,6.386664437243089,4.123887413471356,0.004123887413471356,0.6457028475495576,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-19,YBP2,FC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-09-19,YBP2,T24,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum NaN
2019-09-19,YBP2,FC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,45,0.924,15,24,1,100x,1840.7226562500002,40.90494791666667,251.34938047682678,5.585541788373929,18.134875936278988,0.018134875936278987,3.2467532467532463,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-19,YBP2,T24,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,5,0.922,15,24,1,100x,204.52473958333337,40.90494791666667,31.933322186215445,6.386664437243089,2.3089893120907767,0.002308989312090777,0.3615328994938539,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-18,YBP2,IC,1,chlorophyte,actinastrum,cones2,2.5,12.5,NA,40,0.914,20,24,1,100x,1636.197916666667,40.90494791666667,225.03268422373424,5.625817105593356,12.310321894077365,0.012310321894077365,2.1881838074398248,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-18,YBP2,IC,2,chlorophyte,actinastrum,cones2,2.5,12.5,NA,20,0.912,17,24,1,100x,818.0989583333335,40.90494791666667,117.375764676803,5.86878823384015,7.570676256243743,0.007570676256243743,1.2899896800825592,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-18,YBP2,IC,3,chlorophyte,actinastrum,cones2,2.5,12.5,NA,20,0.919,20,24,1,100x,818.0989583333335,40.90494791666667,117.375764676803,5.86878823384015,6.386059013971871,0.006386059013971871,1.0881392818280737,4.27,2.5 12.5,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,chlorophyte actinastrum 4.27
2019-09-03,SJR2,site,N/A,chlorophyte,colonial,sph,16,16,NA,0,0.889,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-05,SJR2,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-05,SJR2,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-05,SJR2,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-05,SJR2,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-05,SJR2,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-05,SJR2,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-04,SJR2,IC,1,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-04,SJR2,IC,2,chlorophyte,colonial,sph,16,16,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-09-04,SJR2,IC,3,chlorophyte,colonial,sph,16,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-07-30,YBP1,site,N/A,chlorophyte,colonial,sph,16,16,NA,0,0.898,16,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-01,YBP1,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-01,YBP1,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-01,YBP1,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.911,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-01,YBP1,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-01,YBP1,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-01,YBP1,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-07-31,YBP1,IC,1,chlorophyte,colonial,sph,16,16,NA,0,0.902,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-07-31,YBP1,IC,2,chlorophyte,colonial,sph,16,16,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-07-31,YBP1,IC,3,chlorophyte,colonial,sph,16,16,NA,0,0.904,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-18,LSZ2,site,N/A,chlorophyte,colonial,sph,16,16,NA,0,0.902,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-20,LSZ2,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-20,LSZ2,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-19,LSZ2,IC,1,chlorophyte,colonial,sph,16,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-19,LSZ2,IC,2,chlorophyte,colonial,sph,16,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-19,LSZ2,IC,3,chlorophyte,colonial,sph,16,16,NA,0,0.922,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-13,WLD2,site,N/A,chlorophyte,colonial,sph,16,16,NA,0,0.902,17,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-15,WLD2,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-15,WLD2,T24,1,chlorophyte,colonial,sph,16,16,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-15,WLD2,FC,2,chlorophyte,colonial,sph,16,16,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-15,WLD2,T24,2,chlorophyte,colonial,sph,16,16,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-15,WLD2,FC,3,chlorophyte,colonial,sph,16,16,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-15,WLD2,T24,3,chlorophyte,colonial,sph,16,16,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-14,WLD2,IC,1,chlorophyte,colonial,sph,16,16,NA,1,0.917,26,24,1,100x,2144.5973333333336,2144.5973333333336,290.1265150216478,290.1265150216478,12.168715502963163,0.012168715502963163,0.041942790034393086,16.00,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial 16.00
2019-08-14,WLD2,IC,2,chlorophyte,colonial,sph,16,16,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-08-14,WLD2,IC,3,chlorophyte,colonial,sph,16,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-07-23,SJR1,site,N/A,chlorophyte,colonial,sph,16,16,NA,0,0.901,21,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
2019-07-25,SJR1,FC,1,chlorophyte,colonial,sph,16,16,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,16 16,chlorophyte colonial,chlorophyte colonial 16 16,chlorophyte colonial NaN
