samp_date,cnt_date,sample,group,type,sa,la,wi,counts,tot_vol_um3,tot_biomass_pgC,pres_fact,vol_set_ml,n_bugs,time_d,bio_per_vol_pgc_ml,bio_per_vol_ugl
7/24/19,9/20/21,SJR1 IC-3,diatom,chain,8,200,,1,10052.8,392.8264716,0.909,28,24,1,15.43401193,0.015434012
7/24/19,9/20/21,SJR1 IC-3,diatom,chain,24,64,,1,28952.064,997.5289943,0.909,28,24,1,39.19255832,0.039192558
7/24/19,9/20/21,SJR1 IC-3,diatom,pennate,20,56,20,2,35184.8,1184.471712,0.909,28,24,1,46.537471,0.046537471
7/24/19,9/20/21,SJR1 IC-3,diatom,pennate pleurosigma,6,88,6,2,3168,142.0291863,0.909,28,24,1,5.580276063,0.005580276
7/24/19,9/20/21,SJR1 IC-3,flagellate,other,3.67,5.5,,94,3645.931336,477.5203881,0.909,28,24,1,18.76160569,0.018761606
7/24/19,9/20/21,SJR1 IC-3,flagellate,other,6.33,9.5,,71,14150.61085,1706.206737,0.909,28,24,1,67.036254,0.067036254
7/24/19,9/20/21,SJR1 IC-3,flagellate,other,9,14,,5,2968.7175,393.727657,0.909,28,24,1,15.46941918,0.015469419
7/24/19,9/20/21,SJR1 IC-3,unidentified,round,5.5,5.5,,135,11760.00891,1434.057401,0.909,28,24,1,56.34360368,0.056343604
7/24/19,9/20/21,SJR1 IC-3,unidentified,round,9.5,9.5,,26,11671.58877,1423.930525,0.909,28,24,1,55.94572232,0.055945722
7/24/19,9/20/21,SJR1 IC-3,unidentified,round,24.5,24.5,,64,492792.4447,47848.16482,0.909,28,24,1,1879.937326,1.879937326
7/24/19,9/20/21,SJR1 IC-3,unidentified,,16,40,,3,16084.48,1924.287451,0.909,28,24,1,75.60456746,0.075604567
7/25/19,9/2/21,SJR1 FC-1,ciliate,cone,24,24,,116,419804.928,78488.60456,0.919,18,24,1,4744.807433,4.744807433
7/25/19,9/2/21,SJR1 FC-1,ciliate,round,5.5,5.5,,18,1568.001188,320.5890474,0.919,18,24,1,19.38030755,0.019380308
7/25/19,9/2/21,SJR1 FC-1,ciliate,round,9.5,9.5,,29,13018.31055,2573.05808,0.919,18,24,1,155.5469762,0.155546976
7/25/19,9/2/21,SJR1 FC-1,ciliate,round,14,14,,61,87639.47267,16801.35838,0.919,18,24,1,1015.67878,1.01567878
7/25/19,9/2/21,SJR1 FC-1,diatom,centric,5.5,5.5,,103,13458.67686,507.9686922,0.919,18,24,1,30.707816,0.030707816
7/25/19,9/2/21,SJR1 FC-1,diatom,centric,9.5,9.5,,109,73396.33708,2263.836179,0.919,18,24,1,136.8538375,0.136853837
7/25/19,9/2/21,SJR1 FC-1,diatom,centric,14,14,,24,51721.656,1663.149406,0.919,18,24,1,100.5410111,0.100541011
7/25/19,9/2/21,SJR1 FC-1,diatom,centric,24.5,24.5,,467,5393767.305,99766.07708,0.919,18,24,1,6031.077081,6.031077081
7/25/19,9/2/21,SJR1 FC-1,diatom,pennate,4,12,4,21,3166.632,141.9751525,0.919,18,24,1,8.582707807,0.008582708
7/25/19,9/2/21,SJR1 FC-1,diatom,pennate,8,32,8,1,1608.448,78.16826108,0.919,18,24,1,4.725441971,0.004725442
7/25/19,9/2/21,SJR1 FC-1,diatom,pennate,16,104,16,1,20909.824,748.8839866,0.919,18,24,1,45.2716713,0.045271671
7/25/19,9/2/21,SJR1 FC-1,flagellate,other,3.67,5.5,,63,2443.549725,327.9484935,0.919,18,24,1,19.82520212,0.019825202
7/25/19,9/2/21,SJR1 FC-1,flagellate,other,6.33,9.5,,22,4384.696319,567.8517392,0.919,18,24,1,34.32787687,0.034327877
7/25/19,9/2/21,SJR1 FC-1,flagellate,other,9,14,,2,1187.487,166.5444844,0.919,18,24,1,10.06797754,0.010067978
7/25/19,9/2/21,SJR1 FC-1,unidentified,rotifer,56,80,,1,131356.5867,13825.47441,0.919,18,24,1,835.7800997,0.8357801
7/25/19,9/2/21,SJR1 FC-1,unidentified,round,5.5,5.5,,112,9756.451833,1203.369084,0.919,18,24,1,72.74628727,0.072746287
7/25/19,9/2/21,SJR1 FC-1,unidentified,round,9.5,9.5,,22,9875.959729,1217.204989,0.919,18,24,1,73.58269789,0.073582698
7/25/19,9/2/21,SJR1 FC-1,unidentified,round,24.5,24.5,,6,46199.29169,5182.583571,0.919,18,24,1,313.2984869,0.313298487
7/25/19,9/2/21,SJR1 FC-1,unidentified,round,48,48,,3,173712.384,17974.4187,0.919,18,24,1,1086.592836,1.086592836
7/25/19,9/8/21,SJR1 FC-2,chlorophyte,colonial,8,8,,6,1608.448,221.4470747,0.917,22.5,24,1,10.73292498,0.010732925
7/25/19,9/8/21,SJR1 FC-2,ciliate,cone,24,24,,3,10857.024,2152.123853,0.917,22.5,24,1,104.307469,0.104307469
7/25/19,9/8/21,SJR1 FC-2,ciliate,cone,32,36,,5,48253.44,9339.414773,0.917,22.5,24,1,452.6555082,0.452655508
7/25/19,9/8/21,SJR1 FC-2,ciliate,round,5.5,5.5,,5,435.5558854,90.89647058,0.917,22.5,24,1,4.405499604,0.0044055
7/25/19,9/8/21,SJR1 FC-2,ciliate,round,9.5,9.5,,18,8080.330688,1609.304051,0.917,22.5,24,1,77.99849999,0.0779985
7/25/19,9/8/21,SJR1 FC-2,ciliate,round,14,14,,54,77582.484,14902.36848,0.917,22.5,24,1,722.2764318,0.722276432
7/25/19,9/8/21,SJR1 FC-2,ciliate,round,24,24,,3,21714.048,4256.775799,0.917,22.5,24,1,206.3141063,0.206314106
7/25/19,9/8/21,SJR1 FC-2,cyanobacteria,aphanizomenon,8,120,,6,36190.08,6550.40448,0.917,22.5,24,1,317.4799215,0.317479921
7/25/19,9/8/21,SJR1 FC-2,diatom,centric,5.5,5.5,,82,10714.67478,415.5251884,0.917,22.5,24,1,20.1393524,0.020139352
7/25/19,9/8/21,SJR1 FC-2,diatom,centric,9.5,9.5,,119,80129.94598,2445.84609,0.917,22.5,24,1,118.5433704,0.11854337
7/25/19,9/8/21,SJR1 FC-2,diatom,centric,14,14,,38,81892.622,2493.185025,0.917,22.5,24,1,120.8377572,0.120837757
7/25/19,9/8/21,SJR1 FC-2,diatom,centric,24.5,24.5,,167,1928820.428,40320.68809,0.917,22.5,24,1,1954.231823,1.954231823
7/25/19,9/8/21,SJR1 FC-2,diatom,centric,48,48,,3,260568.576,6912.150389,0.917,22.5,24,1,335.0127415,0.335012742
7/25/19,9/8/21,SJR1 FC-2,diatom,pennate,2,20,2,20,1256.6,62.88954715,0.917,22.5,24,1,3.048081772,0.003048082
7/25/19,9/8/21,SJR1 FC-2,diatom,pennate,8,64,8,1,3216.896,143.958687,0.917,22.5,24,1,6.977277936,0.006977278
7/25/19,9/8/21,SJR1 FC-2,flagellate,other,3.67,5.5,,82,3180.493293,420.0452439,0.917,22.5,24,1,20.35842694,0.020358427
7/25/19,9/8/21,SJR1 FC-2,flagellate,other,6.33,9.5,,39,7772.870747,972.0972823,0.917,22.5,24,1,47.11485677,0.047114857
7/25/19,9/8/21,SJR1 FC-2,flagellate,other,9,14,,54,32062.149,3677.738354,0.917,22.5,24,1,178.2497688,0.178249769
7/25/19,9/8/21,SJR1 FC-2,ochrophyte,synura,16,16,,1,2144.597333,290.126515,0.917,22.5,24,1,14.0616268,0.014061627
7/25/19,9/8/21,SJR1 FC-2,unidentified,flagchloro,4,26,,39,12741.924,1546.213376,0.917,22.5,24,1,74.9406701,0.07494067
7/25/19,9/8/21,SJR1 FC-2,unidentified,round,5.5,5.5,,107,9320.895948,1152.854486,0.917,22.5,24,1,55.87565665,0.055875657
7/25/19,9/8/21,SJR1 FC-2,unidentified,round,9.5,9.5,,44,19751.91946,2333.624037,0.917,22.5,24,1,113.104279,0.113104279
7/25/19,9/8/21,SJR1 FC-2,unidentified,round,14,14,,13,18677.26467,2214.200347,0.917,22.5,24,1,107.3161443,0.107316144
7/25/19,9/8/21,SJR1 FC-2,unidentified,round,24.5,24.5,,11,84698.70143,9156.510994,0.917,22.5,24,1,443.7906698,0.44379067
7/25/19,9/13/21,SJR1 FC-3,chlorophyte,colonial,12,12,,1,904.752,129.0134533,0.917,25,24,1,5.627631553,0.005627632
7/25/19,9/13/21,SJR1 FC-3,chlorophyte,colonial,24,24,,2,14476.032,1743.025192,0.917,25,24,1,76.03163324,0.076031633
7/25/19,9/13/21,SJR1 FC-3,chlorophyte,scenedesmus,4,8,,3,201.056,31.42450532,0.917,25,24,1,1.370752686,0.001370753
7/25/19,9/13/21,SJR1 FC-3,ciliate,cone,24,24,,156,564565.248,105054.4737,0.917,25,24,1,4582.52884,4.58252884
7/25/19,9/13/21,SJR1 FC-3,ciliate,round,5.5,5.5,,89,7752.89476,1545.113199,0.917,25,24,1,67.39861284,0.067398613
7/25/19,9/13/21,SJR1 FC-3,ciliate,round,9.5,9.5,,24,10773.77425,2135.884781,0.917,25,24,1,93.1683656,0.093168366
7/25/19,9/13/21,SJR1 FC-3,ciliate,round,14,14,,71,102006.5993,19508.23835,0.917,25,24,1,850.9591429,0.850959143
7/25/19,9/13/21,SJR1 FC-3,ciliate,round,24,24,,9,65142.144,12547.81455,0.917,25,24,1,547.3419652,0.547341965
7/25/19,9/13/21,SJR1 FC-3,ciliate,round,48,48,,1,57904.128,11174.65206,0.917,25,24,1,487.4439283,0.487443928
7/25/19,9/13/21,SJR1 FC-3,cyanobacteria,aphanizomenon,8,80,,3,12063.36,2183.46816,0.917,25,24,1,95.24397644,0.095243976
7/25/19,9/13/21,SJR1 FC-3,diatom,centric,5.5,5.5,,200,26133.35313,911.4540464,0.917,25,24,1,39.75808272,0.039758083
7/25/19,9/13/21,SJR1 FC-3,diatom,centric,9.5,9.5,,516,347454.2196,8906.696191,0.917,25,24,1,388.5145558,0.388514556
7/25/19,9/13/21,SJR1 FC-3,diatom,centric,14,14,,31,66807.139,2083.794145,0.917,25,24,1,90.8961459,0.090896146
7/25/19,9/13/21,SJR1 FC-3,diatom,centric,24.5,24.5,,237,2737308.032,54886.8133,0.917,25,24,1,2394.190329,2.394190329
7/25/19,9/13/21,SJR1 FC-3,diatom,pennate,2,20,2,4,251.32,15.23301584,0.917,25,24,1,0.664471792,0.000664472
7/25/19,9/13/21,SJR1 FC-3,diatom,pennate,2,20,2,15,942.45,48.80984636,0.917,25,24,1,2.129109983,0.00212911
7/25/19,9/13/21,SJR1 FC-3,diatom,pennate,8,56,,2,3753.045333,164.8989911,0.917,25,24,1,7.192976713,0.007192977
7/25/19,9/13/21,SJR1 FC-3,flagellate,other,3.67,5.5,,301,11674.73757,1424.291241,0.917,25,24,1,62.12829843,0.062128298
7/25/19,9/13/21,SJR1 FC-3,flagellate,other,6.33,9.5,,19,3786.783185,494.8227907,0.917,25,24,1,21.58441835,0.021584418
7/25/19,9/13/21,SJR1 FC-3,flagellate,other,9,14,,5,2968.7175,393.727657,0.917,25,24,1,17.17459791,0.017174598
7/25/19,9/13/21,SJR1 FC-3,ochrophyte,synura,16,16,,1,2144.597333,290.126515,0.917,25,24,1,12.65546412,0.012655464
7/25/19,9/13/21,SJR1 FC-3,unidentified,round,5.5,5.5,,204,17770.68013,2113.128239,0.917,25,24,1,92.17571379,0.092175714
7/25/19,9/13/21,SJR1 FC-3,unidentified,round,9.5,9.5,,12,5386.887125,688.9378039,0.917,25,24,1,30.0518126,0.030051813
7/25/19,9/13/21,SJR1 FC-3,unidentified,round,14,14,,2,2873.425333,381.8486615,0.917,25,24,1,16.65643016,0.01665643
7/25/19,9/13/21,SJR1 FC-3,unidentified,round,24.5,24.5,,22,169397.4029,17554.8526,0.917,25,24,1,765.7514764,0.765751476
7/25/19,9/13/21,SJR1 FC-3,unidentified,round,64,64,,1,137254.2293,14407.55934,0.917,25,24,1,628.4649656,0.628464966
7/25/19,9/13/21,SJR1 FC-3,unidentified,,16,80,,1,10722.98667,1314.983354,0.917,25,24,1,57.36023356,0.057360234
7/25/19,9/7/21,SJR1 T24-1,chlorophyte,scenedesmus,4,8,,3,201.056,31.42450532,0.918,22,24,1,1.555976695,0.001555977
7/25/19,9/7/21,SJR1 T24-1,ciliate,cone,24,24,,22,79618.176,15287.05628,0.918,22,24,1,756.9348523,0.756934852
7/25/19,9/7/21,SJR1 T24-1,ciliate,round,5.5,5.5,,1,87.11117708,18.65350879,0.918,22,24,1,0.923623925,0.000923624
7/25/19,9/7/21,SJR1 T24-1,ciliate,round,9.5,9.5,,6,2693.443563,545.9473847,0.918,22,24,1,27.03245121,0.027032451
7/25/19,9/7/21,SJR1 T24-1,ciliate,round,14,14,,13,18677.26467,3670.287602,0.918,22,24,1,181.7333928,0.181733393
7/25/19,9/7/21,SJR1 T24-1,ciliate,round,24,24,,1,7238.016,1444.087345,0.918,22,24,1,71.50363167,0.071503632
7/25/19,9/7/21,SJR1 T24-1,cyanobacteria,aphanizomenon,4,128,,4,6433.792,1164.516352,0.918,22,24,1,57.66074233,0.057660742
7/25/19,9/7/21,SJR1 T24-1,diatom,centric,5.5,5.5,,43,5618.670922,235.2951961,0.918,22,24,1,11.65058408,0.011650584
7/25/19,9/7/21,SJR1 T24-1,diatom,centric,9.5,9.5,,55,37034.84898,1239.17254,0.918,22,24,1,61.35732523,0.061357325
7/25/19,9/7/21,SJR1 T24-1,diatom,centric,14,14,,24,51721.656,1663.149406,0.918,22,24,1,82.35043603,0.082350436
7/25/19,9/7/21,SJR1 T24-1,diatom,centric,24.5,24.5,,77,889336.365,20385.10969,0.918,22,24,1,1009.36372,1.00936372
7/25/19,9/7/21,SJR1 T24-1,diatom,pennate,4,20,4,10,2513.2,115.8206222,0.918,22,24,1,5.734829779,0.00573483
7/25/19,9/7/21,SJR1 T24-1,diatom,pennate,6,72,6,1,2035.692,96.19692624,0.918,22,24,1,4.763167273,0.004763167
7/25/19,9/7/21,SJR1 T24-1,flagellate,other,3.67,5.5,,34,1318.741121,183.7737881,0.918,22,24,1,9.099514165,0.009099514
7/25/19,9/7/21,SJR1 T24-1,flagellate,other,6.33,9.5,,7,1395.130647,193.7524142,0.918,22,24,1,9.593603395,0.009593603
7/25/19,9/7/21,SJR1 T24-1,flagellate,other,9,14,,3,1781.2305,243.713702,0.918,22,24,1,12.06742434,0.012067424
7/25/19,9/7/21,SJR1 T24-1,unidentified,flagchloro,4,12,,112,16888.704,2014.497346,0.918,22,24,1,99.74734332,0.099747343
7/25/19,9/7/21,SJR1 T24-1,unidentified,round,5.5,5.5,,102,8885.340063,1102.195638,0.918,22,24,1,54.57494739,0.054574947
7/25/19,9/7/21,SJR1 T24-1,unidentified,round,9.5,9.5,,20,8978.145208,1113.002122,0.918,22,24,1,55.11002781,0.055110028
7/25/19,9/7/21,SJR1 T24-1,unidentified,round,14,14,,2,2873.425333,381.8486615,0.918,22,24,1,18.90714307,0.018907143
7/25/19,9/7/21,SJR1 T24-1,unidentified,round,24.5,24.5,,74,569791.2641,54836.64483,0.918,22,24,1,2715.223055,2.715223055
7/25/19,9/7/21,SJR1 T24-1,unidentified,round,40,40,,4,134037.3333,14090.25191,0.918,22,24,1,697.6753768,0.697675377
7/25/19,9/7/21,SJR1 T24-1,unidentified,,8,48,,14,22518.272,2639.272139,0.918,22,24,1,130.6829144,0.130682914
7/25/19,9/7/21,SJR1 T24-1,unidentified,,16,80,,3,32168.96,3689.24174,0.918,22,24,1,182.6719024,0.182671902
7/25/19,9/10/21,SJR1 T24-2,chlorophyte,colonial,32,32,,1,17156.77867,2044.508494,0.917,22,24,1,101.3437342,0.101343734
7/25/19,9/10/21,SJR1 T24-2,chlorophyte,scenedesmus,6,8,,11,1658.712,227.9390362,0.917,22,24,1,11.29865352,0.011298654
7/25/19,9/10/21,SJR1 T24-2,ciliate,cone,24,24,,8,28952.064,5649.636339,0.917,22,24,1,280.0454218,0.280045422
7/25/19,9/10/21,SJR1 T24-2,ciliate,round,5.5,5.5,,3,261.3335313,54.98545849,0.917,22,24,1,2.725560548,0.002725561
7/25/19,9/10/21,SJR1 T24-2,ciliate,round,9.5,9.5,,7,3142.350823,635.3695988,0.917,22,24,1,31.49447798,0.031494478
7/25/19,9/10/21,SJR1 T24-2,ciliate,round,14,14,,13,18677.26467,3670.287602,0.917,22,24,1,181.9315754,0.181931575
7/25/19,9/10/21,SJR1 T24-2,ciliate,round,24,24,,4,28952.064,5649.636339,0.917,22,24,1,280.0454218,0.280045422
7/25/19,9/10/21,SJR1 T24-2,cyanobacteria,aphanizomenon,4,128,,4,6433.792,1164.516352,0.917,22,24,1,57.72362209,0.057723622
7/25/19,9/10/21,SJR1 T24-2,cyanobacteria,dolichospermum,6,40,,1,1130.94,204.70014,0.917,22,24,1,10.14673045,0.01014673
7/25/19,9/10/21,SJR1 T24-2,diatom,centric,5.5,5.5,,55,7186.672109,292.2717774,0.917,22,24,1,14.48754721,0.014487547
7/25/19,9/10/21,SJR1 T24-2,diatom,centric,9.5,9.5,,117,78783.2242,2409.594681,0.917,22,24,1,119.4406008,0.119440601
7/25/19,9/10/21,SJR1 T24-2,diatom,centric,14,14,,6,12930.414,490.361554,0.917,22,24,1,24.30661019,0.02430661
7/25/19,9/10/21,SJR1 T24-2,diatom,centric,24.5,24.5,,120,1385978.751,30135.15305,0.917,22,24,1,1493.761924,1.493761924
7/25/19,9/10/21,SJR1 T24-2,diatom,pennate,4,12,4,25,3769.8,165.5473728,0.917,22,24,1,8.205976642,0.008205977
7/25/19,9/10/21,SJR1 T24-2,flagellate,other,3.67,5.5,,104,4033.796371,525.072375,0.917,22,24,1,26.02718226,0.026027182
7/25/19,9/10/21,SJR1 T24-2,flagellate,other,6.33,9.5,,24,4783.305075,616.1953532,0.917,22,24,1,30.54403456,0.030544035
7/25/19,9/10/21,SJR1 T24-2,flagellate,other,9,14,,1,593.7435,86.86865322,0.917,22,24,1,4.305970716,0.004305971
7/25/19,9/10/21,SJR1 T24-2,unidentified,flagchloro,4,12,,89,13420.488,1623.409909,0.917,22,24,1,80.47040293,0.080470403
7/25/19,9/10/21,SJR1 T24-2,unidentified,round,5.5,5.5,,136,11847.12008,1444.029819,0.917,22,24,1,71.57875578,0.071578756
7/25/19,9/10/21,SJR1 T24-2,unidentified,round,9.5,9.5,,9,4040.165344,525.8508045,0.917,22,24,1,26.06576804,0.026065768
7/25/19,9/10/21,SJR1 T24-2,unidentified,round,14,14,,5,7183.563333,902.7280572,0.917,22,24,1,44.74710307,0.044747103
7/25/19,9/10/21,SJR1 T24-2,unidentified,round,24.5,24.5,,48,369594.3335,36521.43317,0.917,22,24,1,1810.321858,1.810321858
7/25/19,9/10/21,SJR1 T24-2,unidentified,,8,24,,15,12063.36,1468.765538,0.917,22,24,1,72.80487448,0.072804874
7/25/19,9/15/21,SJR1 T24-3,ciliate,cone,24,24,,47,170093.376,32264.44795,0.906,25,24,1,1424.478938,1.424478938
